Clothing ID,Age,Positive Feedback Count,Division Name,Department Name,Class Name,Recommended IND,title_char_point,title_char_comma,title_char_semicolon,title_char_quotes,title_char_exclamation,title_char_question,title_char_hashtag,title_char_ellipsis,title_nlp_tokens,title_nlp_sentences,title_nlp_pronoums,title_nlp_adjectives,title_nlp_verbs,title_nlp_nouns,title_nlp_conjunctions,title_nlp_numbers,title_nlp_symbols,title_sentiment_positive,title_sentiment_negative,title_sentiment_mixed,review_text_char_point,review_text_char_comma,review_text_char_semicolon,review_text_char_quotes,review_text_char_exclamation,review_text_char_question,review_text_char_hashtag,review_text_char_ellipsis,review_text_nlp_tokens,review_text_nlp_sentences,review_text_nlp_pronoums,review_text_nlp_adjectives,review_text_nlp_verbs,review_text_nlp_nouns,review_text_nlp_conjunctions,review_text_nlp_numbers,review_text_nlp_symbols,review_text_sentiment_positive,review_text_sentiment_negative,review_text_sentiment_mixed
850,27,4,General,Tops,Blouses,1,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,1,0,0,6,3,0,3,0,0,0,0,113,6,1,5,13,19,6,2,0,0,0,1
1082,31,0,General,Dresses,Dresses,1,0,0,0,0,0,0,0,0,6,1,0,1,1,2,1,0,0,0,0,0,5,1,0,0,0,0,0,0,65,5,1,4,6,8,3,1,0,0,0,0
850,28,0,General Petite,Tops,Blouses,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,45,3,0,4,7,5,1,0,0,0,0,1
836,47,1,General,Tops,Blouses,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,56,5,0,8,7,5,5,1,0,2,0,2
1081,62,2,General Petite,Dresses,Dresses,1,3,0,0,0,1,1,0,2,8,1,0,3,0,0,1,0,0,1,0,1,7,4,0,4,0,0,1,2,105,4,1,10,9,15,2,1,0,3,0,0
1072,68,1,General,Dresses,Dresses,1,0,0,0,0,0,0,0,0,3,1,0,2,0,1,0,0,0,0,0,0,4,1,0,3,2,0,0,0,115,8,1,11,16,17,6,3,0,2,0,1
822,68,3,General,Tops,Blouses,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,6,2,0,1,0,0,0,0,106,7,0,15,11,18,4,1,0,3,0,1
861,37,0,General Petite,Tops,Knits,1,0,0,0,0,0,0,0,0,4,1,0,2,0,1,1,0,0,0,0,0,7,1,0,0,0,4,0,0,108,9,1,7,15,18,6,0,0,0,1,1
850,39,0,General Petite,Tops,Blouses,1,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,5,9,0,0,0,0,0,2,94,4,1,11,10,11,4,2,0,1,0,1
1081,39,9,General Petite,Dresses,Dresses,1,0,0,0,0,0,0,0,0,5,1,0,2,1,0,0,0,0,0,0,0,10,11,0,3,0,0,0,4,126,6,2,9,16,12,6,3,0,3,0,2
836,24,3,General,Tops,Blouses,1,3,1,0,0,0,0,0,2,7,1,0,0,0,0,1,0,0,0,0,1,7,3,1,0,1,0,0,2,88,6,0,10,9,12,5,1,1,1,0,2
1078,51,0,General Petite,Dresses,Dresses,1,0,0,0,0,0,0,0,0,3,1,0,2,0,1,0,0,0,1,0,0,4,2,0,0,2,0,0,0,92,7,3,6,10,13,4,4,0,3,0,1
850,23,3,General Petite,Tops,Blouses,1,0,1,0,0,0,0,0,0,6,1,1,0,1,0,1,0,0,0,0,1,6,8,0,5,0,0,0,0,113,7,0,7,8,20,5,0,0,4,0,2
863,83,14,General,Tops,Knits,1,0,0,0,0,1,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,30,2,0,0,1,0,0,20,109,5,4,11,12,17,3,0,0,0,0,0
861,44,0,General Petite,Tops,Knits,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,2,0,1,1,0,0,0,39,4,2,6,4,3,2,0,0,1,2,1
861,33,17,General Petite,Tops,Knits,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,6,5,0,2,0,0,0,0,102,6,0,7,9,18,3,0,0,3,0,2
861,39,0,General Petite,Tops,Knits,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,4,2,0,2,0,0,0,0,55,4,0,4,6,5,3,0,0,1,0,1
863,40,5,General,Tops,Knits,1,0,2,0,0,0,0,0,0,10,1,0,4,0,2,0,0,0,2,0,0,6,1,0,0,0,0,0,0,101,5,0,7,9,19,2,1,0,2,0,0
822,69,2,General,Tops,Blouses,1,0,0,0,0,0,0,0,0,3,1,0,2,0,1,0,0,0,0,0,0,5,0,0,0,1,0,0,0,53,7,0,7,9,3,3,1,0,1,0,1
822,23,9,General,Tops,Blouses,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,36,2,0,2,3,6,2,3,2,1,1,0
836,66,0,General,Tops,Blouses,1,6,0,0,0,0,0,0,4,4,1,0,1,0,0,1,0,0,0,0,1,5,1,2,0,0,0,0,0,66,5,1,7,7,13,2,0,1,1,0,1
836,47,11,General,Tops,Blouses,1,0,0,0,0,1,0,0,0,6,1,0,2,1,1,1,0,0,1,0,1,4,0,0,1,2,0,0,0,66,6,0,7,6,6,3,1,0,4,0,1
836,66,0,General,Tops,Blouses,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,5,0,0,4,0,0,0,0,73,7,2,4,11,9,4,0,0,2,0,1
836,23,3,General,Tops,Blouses,1,0,0,0,0,1,0,0,0,4,1,0,0,1,2,0,0,0,0,0,0,3,2,0,0,1,0,0,0,68,4,0,5,11,11,2,1,0,0,0,0
861,44,11,General Petite,Tops,Knits,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,1,0,5,0,0,0,0,0,0,0,37,5,0,6,2,6,1,0,0,0,3,0
1081,44,4,General,Dresses,Dresses,1,3,0,0,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,1,2,122,6,2,8,11,15,7,2,2,2,1,2
836,50,24,General,Tops,Blouses,1,0,2,0,0,1,0,0,0,7,1,0,3,0,1,0,0,0,2,0,0,1,2,0,2,3,0,0,0,97,5,1,11,13,12,8,3,0,2,0,2
1081,61,3,General,Dresses,Dresses,1,0,0,0,0,0,0,0,0,3,1,0,0,2,0,1,0,0,0,0,0,3,0,0,3,1,0,0,0,46,4,1,6,5,6,3,2,0,1,0,0
1082,32,0,General,Dresses,Dresses,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,13,2,0,0,0,0,0,5,107,7,0,15,12,18,6,0,1,1,1,2
863,52,0,General,Tops,Knits,1,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,1,0,0,2,2,0,0,0,0,0,0,16,2,0,0,2,4,1,0,0,0,0,0
1072,51,1,General,Dresses,Dresses,1,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,4,2,0,3,0,0,1,0,45,4,0,2,3,10,2,5,0,0,0,1
850,37,0,General,Tops,Blouses,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,0,6,3,0,0,0,0,0,0,99,6,1,6,10,15,6,3,2,2,2,1
836,54,4,General,Tops,Blouses,1,0,0,0,0,0,0,0,0,6,1,0,2,0,2,0,0,0,2,0,0,5,1,0,3,0,0,0,0,75,5,0,8,7,17,3,0,0,1,0,0
861,33,0,General Petite,Tops,Knits,1,0,0,0,0,0,0,0,0,4,1,0,2,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,29,2,0,6,1,6,1,0,0,2,0,0
836,24,0,General,Tops,Blouses,1,0,0,0,0,2,0,0,0,7,2,1,2,0,1,0,0,0,2,0,0,2,1,0,3,4,0,0,0,45,6,0,5,7,3,1,1,0,1,0,0
1072,34,1,General,Dresses,Dresses,1,0,1,0,0,0,0,0,0,8,1,0,1,2,1,0,0,0,0,0,0,5,7,0,1,0,0,0,0,109,6,0,12,12,17,5,0,2,2,0,2
966,52,0,General,Jackets,Jackets,1,3,0,0,0,0,0,0,2,4,1,0,1,0,1,1,0,0,1,0,1,6,2,0,2,0,0,0,2,39,3,0,6,9,3,2,0,0,2,1,1
863,28,0,General,Tops,Knits,1,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,34,3,0,6,2,8,1,0,1,2,0,0
1081,39,0,General,Dresses,Dresses,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,11,2,0,6,0,0,1,2,116,9,3,14,10,21,2,6,2,2,0,0
861,46,1,General Petite,Tops,Knits,1,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,7,4,0,2,0,0,0,2,83,4,2,15,8,8,5,0,0,4,1,0
966,36,0,General,Jackets,Jackets,1,0,0,0,0,1,0,0,0,4,1,0,2,0,0,1,0,0,1,0,0,6,1,0,1,1,0,0,2,61,4,0,6,9,10,4,0,1,0,0,2
966,31,0,General,Jackets,Jackets,1,0,0,0,0,0,0,0,0,6,1,0,1,0,2,0,0,0,0,0,0,3,4,0,1,1,0,0,0,100,4,0,16,9,17,4,0,0,4,0,3
836,52,0,General,Tops,Blouses,1,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,86,6,0,6,9,11,5,3,0,1,0,2
1008,31,1,General,Bottoms,Skirts,1,2,0,0,0,2,0,0,0,9,3,0,0,1,3,0,0,0,0,0,0,5,3,0,2,1,0,0,0,94,6,1,6,7,21,5,3,0,2,0,1
829,36,0,General,Tops,Blouses,1,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,51,5,0,5,8,5,1,0,0,1,1,1
1008,51,0,General,Bottoms,Skirts,1,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,1,0,0,3,0,0,1,1,0,0,0,45,3,2,6,5,4,3,0,2,2,0,2
829,39,9,General,Tops,Blouses,0,0,1,0,0,0,0,0,0,4,1,0,2,0,0,1,0,0,1,1,1,3,5,0,3,0,0,0,0,52,3,0,6,5,4,1,0,0,1,2,0
828,39,2,General,Tops,Blouses,1,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,6,8,0,1,2,0,0,2,119,6,2,11,13,16,5,0,0,2,0,5
1008,39,0,General,Bottoms,Skirts,1,0,1,0,0,0,0,0,0,12,1,0,3,1,1,1,0,0,1,0,0,9,9,0,0,1,0,0,4,100,4,0,8,9,14,3,0,0,1,1,2
1011,47,1,General,Bottoms,Skirts,1,0,0,0,0,1,0,0,0,3,1,0,1,0,1,0,0,0,1,0,0,2,0,0,1,3,1,0,0,55,6,1,5,5,11,4,0,1,2,0,0
1008,64,0,General,Bottoms,Skirts,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,1,0,97,5,1,7,8,14,5,5,0,1,0,2
1008,38,2,General,Bottoms,Skirts,1,0,0,0,0,1,0,0,0,4,1,0,1,0,1,0,0,0,1,0,0,5,5,0,2,2,0,0,0,96,6,0,9,9,15,3,0,1,1,0,1
1008,36,1,General,Bottoms,Skirts,1,0,0,0,0,1,0,0,0,3,1,0,1,0,1,0,0,0,1,0,0,2,1,0,2,1,0,0,0,36,3,0,4,5,7,1,0,0,1,0,0
1008,39,0,General,Bottoms,Skirts,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,3,1,0,1,0,0,0,0,27,3,0,3,3,3,1,2,0,1,0,1
829,53,0,General,Tops,Blouses,0,3,0,0,0,0,0,0,2,3,1,0,1,0,0,0,0,0,0,0,0,7,2,0,1,0,0,0,2,73,5,1,5,9,11,4,0,0,1,1,0
829,36,1,General,Tops,Blouses,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,48,4,1,6,6,6,1,0,0,0,0,0
829,44,0,General Petite,Tops,Blouses,1,4,0,0,0,0,0,0,3,4,1,0,1,0,1,1,0,0,1,0,1,12,4,0,4,0,0,0,2,124,10,2,10,9,19,6,4,0,0,1,1
829,48,0,General Petite,Tops,Blouses,1,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,45,4,0,4,4,8,2,0,0,0,1,0
829,33,0,General Petite,Tops,Blouses,1,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,12,3,0,5,0,0,0,3,109,8,0,10,9,11,4,5,0,1,1,2
1126,39,0,General,Jackets,Outerwear,1,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,5,2,0,1,0,0,0,0,98,5,0,7,10,17,2,0,0,2,0,1
829,52,8,General Petite,Tops,Blouses,0,0,1,0,0,0,0,0,0,4,1,1,1,0,1,0,0,0,0,1,0,10,9,0,0,0,0,0,3,110,7,3,12,8,18,4,0,0,1,6,0
829,64,2,General Petite,Tops,Blouses,1,0,0,0,1,1,0,0,0,10,2,0,1,1,0,1,0,0,0,1,1,9,2,0,4,0,0,0,2,120,8,7,8,12,24,4,3,1,0,1,2
1008,52,7,General,Bottoms,Skirts,1,0,0,0,0,0,0,0,0,3,1,0,2,0,0,1,0,0,1,0,0,4,0,0,1,0,0,0,0,45,4,0,5,4,8,1,0,0,2,0,0
1126,42,0,General,Jackets,Outerwear,1,0,0,0,0,1,0,0,0,3,1,0,1,0,0,0,0,0,1,0,0,4,5,0,3,3,0,0,0,118,5,0,11,15,15,7,2,0,1,0,3
1020,56,6,General Petite,Bottoms,Skirts,1,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,7,2,0,2,0,0,0,0,59,7,0,8,5,9,0,4,0,3,0,0
895,55,0,General,Tops,Fine gauge,1,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,33,3,1,5,1,5,2,0,0,1,0,0
1104,47,3,General,Dresses,Dresses,1,0,0,0,0,1,0,0,0,5,1,0,1,0,3,0,0,0,1,0,0,5,3,0,2,0,0,0,0,110,6,0,10,10,23,8,0,0,1,0,2
868,51,0,General Petite,Tops,Knits,1,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,0,1,0,0,12,3,0,1,2,0,0,5,88,6,2,7,10,13,6,3,0,0,0,2
1020,34,5,General Petite,Bottoms,Skirts,1,0,0,0,0,0,0,0,0,4,1,0,1,1,0,1,0,0,0,0,1,4,1,0,1,0,0,0,0,69,4,0,7,8,5,3,0,0,4,0,1
862,30,4,General,Tops,Knits,1,0,1,0,0,0,0,0,0,4,1,0,2,0,1,0,0,0,1,0,0,4,0,0,1,0,0,0,0,57,4,1,7,5,8,3,0,0,1,1,1
895,43,9,General,Tops,Fine gauge,1,0,0,0,0,0,0,0,0,3,1,0,1,1,1,0,0,0,0,0,0,6,0,0,1,1,0,0,0,79,8,1,5,9,9,4,2,1,2,0,1
1094,35,0,General Petite,Dresses,Dresses,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,1,0,99,5,0,11,8,17,6,0,0,0,0,2
895,41,3,General,Tops,Fine gauge,1,0,0,0,0,0,0,0,0,4,1,0,1,1,1,0,0,0,0,0,0,5,3,0,2,1,0,0,0,112,7,0,13,12,17,7,0,0,2,0,2
895,39,1,General,Tops,Fine gauge,1,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,42,2,1,7,4,4,2,0,0,1,0,1
1020,39,1,General Petite,Bottoms,Skirts,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,6,5,0,2,0,0,0,2,100,5,1,12,12,14,4,1,0,4,0,4
895,50,5,General,Tops,Fine gauge,1,0,0,0,0,1,0,0,0,5,1,0,1,1,1,0,0,0,0,0,0,5,0,0,3,1,0,0,0,101,6,0,13,8,19,3,4,1,1,0,1
1020,27,1,General Petite,Bottoms,Skirts,1,0,0,0,0,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,59,6,0,5,10,7,4,3,0,3,0,0
895,33,8,General,Tops,Fine gauge,0,1,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,4,4,0,1,0,0,0,0,76,4,0,5,10,13,2,1,0,1,0,0
895,35,0,General,Tops,Fine gauge,0,0,1,0,0,0,0,0,0,5,1,0,2,1,1,0,0,0,0,1,0,4,3,0,1,2,0,0,0,111,7,0,11,10,17,3,0,0,1,1,1
1020,34,0,General Petite,Bottoms,Skirts,1,0,1,0,0,0,0,0,0,7,1,0,2,1,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,37,3,0,4,4,8,1,0,1,2,0,0
1094,54,0,General Petite,Dresses,Dresses,1,3,1,0,1,0,0,0,2,6,1,0,1,0,0,1,0,0,1,0,1,8,5,1,6,0,0,0,0,110,7,1,8,12,20,2,5,0,1,0,1
1020,41,4,General Petite,Bottoms,Skirts,1,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,3,2,0,2,1,0,0,0,48,4,0,4,4,10,3,4,0,2,0,1
895,47,0,General Petite,Tops,Fine gauge,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,51,4,0,5,5,8,1,1,0,0,0,0
895,52,3,General Petite,Tops,Fine gauge,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,1,0,0,1,1,1,4,1,0,4,0,0,0,0,59,4,1,5,5,4,4,0,0,1,1,2
895,62,9,General Petite,Tops,Fine gauge,1,0,0,0,0,0,0,0,0,3,1,0,2,0,0,1,0,0,1,0,0,4,2,0,13,2,0,0,0,112,6,0,8,11,13,5,2,0,2,0,1
862,26,2,General Petite,Tops,Knits,1,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,0,1,0,0,5,0,0,1,0,0,0,0,110,8,0,10,11,12,5,1,0,2,0,2
1020,38,3,General Petite,Bottoms,Skirts,1,0,0,0,0,0,0,0,0,5,1,0,0,1,1,0,0,0,0,0,0,4,3,0,3,0,2,0,0,77,6,0,7,8,11,3,3,0,2,0,1
895,53,0,General,Tops,Fine gauge,1,0,0,0,0,1,0,0,0,5,1,1,1,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,17,1,0,1,2,2,1,0,0,1,0,0
